NEIGHBORHOOD,ZIP_CODE,PROP_TYPE,SQUARE_FEET,LOT_SIZE,NO_BEDROOMS,TOTAL_BATHS,TOTAL_PARKING_RN,FURNISHED_RN,PETS_ALLOWED_RN,SEC_DEPOSIT_RN,TERM_OF_RENTAL_RN,RENT_FEE_INCLUDES_RN,RENTAL_TERMS_RN,LIST_PRICE,Predicted_Rent
nan,2143,SF,1583,2000.0,4,2,0,nan,nan,nan,nan,nan,nan,1600000.0,5138.488215995028
nan,2118,CC,692,,1,1,0,nan,nan,nan,nan,nan,nan,799000.0,3358.477228655525
nan,1905,CC,1217,,2,2,0,nan,nan,nan,nan,nan,nan,409000.0,5031.271389092461
nan,2171,CC,1077,,2,2,0,nan,nan,nan,nan,nan,nan,609900.0,4720.197490703285
nan,1880,SF,1008,12846.0,2,1,0,nan,nan,nan,nan,nan,nan,550000.0,4355.950344087946
nan,1747,SF,2240,341436.0,3,3,0,nan,nan,nan,nan,nan,nan,600000.0,7416.155509462658
nan,2333,SF,1722,10193.0,3,2,0,nan,nan,nan,nan,nan,nan,499999.0,5594.284238113223
West Revere,2151,SF,2291,5793.0,3,1,0,nan,nan,nan,nan,nan,nan,599900.0,
nan,1876,SF,2995,35440.0,7,3,0,nan,nan,nan,nan,nan,nan,750000.0,7375.472980849877
nan,2557,SF,3056,17192.0,3,4,0,nan,nan,nan,nan,nan,nan,2795000.0,5711.440512503721
nan,2780,MF,3000,43560.0,6,2,0,nan,nan,nan,nan,nan,nan,649999.0,5785.411914482514
nan,2748,SF,2055,20909.0,4,2,0,nan,nan,nan,nan,nan,nan,639000.0,5631.56482423137
HOXSIE,2889,SF,1453,7405.0,3,1,0,nan,nan,nan,nan,nan,nan,409000.0,
nan,2780,MF,2010,48352.0,5,3,0,nan,nan,nan,nan,nan,nan,569900.0,6120.04225612439
nan,2134,CC,610,610.0,2,1,0,nan,nan,nan,nan,nan,nan,475000.0,3544.441456942517
nan,2474,MF,2642,4948.0,5,4,0,nan,nan,nan,nan,nan,nan,1195000.0,5884.2995865700705
nan,2141,MF,3961,3800.0,9,4,0,nan,nan,nan,nan,nan,nan,1999000.0,5702.38532875009
nan,2476,CC,1179,5269.0,2,1,0,nan,nan,nan,nan,nan,nan,679000.0,3877.964509948012
nan,1453,SF,3378,6734.0,6,3,0,nan,nan,nan,nan,nan,nan,615000.0,7041.66442407605
nan,1906,SF,3564,20016.0,4,5,0,nan,nan,nan,nan,nan,nan,1299995.0,7582.123092803233
nan,2474,SF,1375,8586.0,3,2,0,nan,nan,nan,nan,nan,nan,719900.0,5517.677456345816
nan,1890,SF,6805,25217.0,5,6,0,nan,nan,nan,nan,nan,nan,3100000.0,7563.52885982539
nan,2116,CC,506,506.0,1,1,0,nan,nan,nan,nan,nan,nan,595000.0,3278.025006289978
nan,2143,CC,1000,,2,2,0,nan,nan,nan,nan,nan,nan,799000.0,4668.225510184298
nan,1906,SF,1414,5001.0,3,1,0,nan,nan,nan,nan,nan,nan,599000.0,4360.606761688748
Ocean Grove,2777,SF,1386,3485.0,2,1,0,nan,nan,nan,nan,nan,nan,385000.0,
nan,1830,MF,5105,16165.0,12,6,0,nan,nan,nan,nan,nan,nan,715000.0,7585.803674040877
nan,1501,SF,2268,21780.0,3,3,0,nan,nan,nan,nan,nan,nan,699900.0,7423.83755227541
nan,2111,MF,3006,4925.0,6,3,0,nan,nan,nan,nan,nan,nan,499900.0,6973.0793303725895
nan,1610,MF,3056,7714.0,8,2,0,nan,nan,nan,nan,nan,nan,545000.0,6368.028961161299
nan,2769,SF,1040,60436.0,3,1,0,nan,nan,nan,nan,nan,nan,350000.0,4068.629487999596
nan,2703,SF,2392,14500.0,3,2,0,nan,nan,nan,nan,nan,nan,499900.0,5609.089808893234
nan,2769,SF,1380,21344.0,2,2,0,nan,nan,nan,nan,nan,nan,425000.0,5540.814532032275
nan,2766,SF,1396,37200.0,3,2,0,nan,nan,nan,nan,nan,nan,575000.0,5610.151282150313
nan,2895,MF,4662,12632.0,9,3,0,nan,nan,nan,nan,nan,nan,515000.0,6147.426412619672
nan,2893,SF,2156,15699.0,4,2,0,nan,nan,nan,nan,nan,nan,399900.0,5630.102324805624
nan,2777,SF,775,6969.0,2,1,0,nan,nan,nan,nan,nan,nan,249900.0,3924.2230562280693
nan,2703,SF,2600,12282.0,4,2,0,nan,nan,nan,nan,nan,nan,310000.0,5570.3467883230605
nan,1970,CC,1946,23714.0,2,3,0,nan,nan,nan,nan,nan,nan,985000.0,6744.7008498589685
nan,1970,CC,1751,23714.0,2,3,0,nan,nan,nan,nan,nan,nan,985000.0,6771.839100542602
nan,1915,CC,925,,2,1,0,nan,nan,nan,nan,nan,nan,425000.0,3735.1743712488583
nan,1923,SF,2400,10001.0,4,2,0,nan,nan,nan,nan,nan,nan,659000.0,6442.482539821989
North Hanover,2339,SF,2274,29185.0,4,3,0,nan,nan,nan,nan,nan,nan,769999.0,
nan,1602,SF,1914,7500.0,4,2,0,nan,nan,nan,nan,nan,nan,489900.0,6323.112361807464
nan,1860,SF,1530,7148.0,3,2,0,nan,nan,nan,nan,nan,nan,294764.0,6104.557669223677
nan,2657,CC,1247,,2,3,0,nan,nan,nan,nan,nan,nan,2195000.0,4980.649717129956
nan,2657,SF,1730,3480.0,3,2,0,nan,nan,nan,nan,nan,nan,1799900.0,5329.174896155293
nan,1906,SF,2809,6251.0,3,3,0,nan,nan,nan,nan,nan,nan,549900.0,7178.679010373873
nan,1440,MF,3624,6545.0,9,3,0,nan,nan,nan,nan,nan,nan,448800.0,7029.302458573259
nan,1906,SF,1249,5101.0,3,2,0,nan,nan,nan,nan,nan,nan,529900.0,5823.3994258848825
nan,1982,SF,5395,263102.0,4,4,0,nan,nan,nan,nan,nan,nan,1575000.0,7519.241933039266
nan,2148,CC,1008,,2,2,0,nan,nan,nan,nan,nan,nan,419000.0,4688.747501466769
nan,1463,SF,2146,44405.0,3,2,0,nan,nan,nan,nan,nan,nan,459900.0,6674.097376622587
nan,1821,SF,1951,14070.0,3,2,0,nan,nan,nan,nan,nan,nan,659900.0,6679.512415054713
nan,2368,CC,1694,,2,3,0,nan,nan,nan,nan,nan,nan,425000.0,5048.451604659328
nan,2145,CC,988,,3,2,0,nan,nan,nan,nan,nan,nan,695000.0,4821.839422885914
nan,1890,CC,1346,,2,3,0,nan,nan,nan,nan,nan,nan,749000.0,6023.538637997515
The Manor,2420,SF,2573,6970.0,3,4,0,nan,nan,nan,nan,nan,nan,1550000.0,
nan,1748,SF,3179,45529.0,4,3,0,nan,nan,nan,nan,nan,nan,1279000.0,7274.411787159725
nan,1867,CC,817,0.0,1,2,0,nan,nan,nan,nan,nan,nan,399900.0,4448.055402705912
nan,2478,SF,1770,39792.0,3,3,0,nan,nan,nan,nan,nan,nan,1795000.0,5674.129137227368
nan,2062,SF,1128,10000.0,2,1,0,nan,nan,nan,nan,nan,nan,595000.0,4362.666068461789
nan,2360,SF,1681,26097.0,3,2,0,nan,nan,nan,nan,nan,nan,599000.0,5590.373879802579
nan,2190,SF,1689,16988.0,4,2,0,nan,nan,nan,nan,nan,nan,755000.0,5576.958093410101
nan,2067,CC,3419,,2,3,0,nan,nan,nan,nan,nan,nan,894900.0,5991.937269873082
nan,2118,CC,1138,1042.0,2,1,0,nan,nan,nan,nan,nan,nan,1100000.0,3739.616110424949
nan,2129,MF,3332,2001.0,4,4,0,nan,nan,nan,nan,nan,nan,1795000.0,5283.4487936263695
nan,2777,SF,2400,60983.0,4,3,0,nan,nan,nan,nan,nan,nan,799000.0,6104.092366524857
nan,2025,SF,1750,8168.0,3,2,0,nan,nan,nan,nan,nan,nan,995000.0,6129.509839682889
nan,2066,CC,1455,,2,2,0,nan,nan,nan,nan,nan,nan,995000.0,5177.74083887596
nan,1775,SF,4948,56846.0,4,4,0,nan,nan,nan,nan,nan,nan,1549000.0,7519.241933039266
nan,2420,SF,2976,13000.0,4,4,0,nan,nan,nan,nan,nan,nan,1995000.0,6138.925991821863
nan,2130,CC,1100,,3,2,0,nan,nan,nan,nan,nan,nan,899900.0,4612.223263368727
nan,2143,CC,1244,,2,2,0,nan,nan,nan,nan,nan,nan,950000.0,4689.265964712263
nan,2176,SF,1428,4792.0,4,2,0,nan,nan,nan,nan,nan,nan,699000.0,5359.498658062122
nan,1742,SF,5824,25227.0,5,6,0,nan,nan,nan,nan,nan,nan,3745000.0,7563.52885982539
nan,2360,SF,1036,0.34,2,1,0,nan,nan,nan,nan,nan,nan,349900.0,3645.3078469531033
nan,1801,SF,1253,42253.0,3,2,0,nan,nan,nan,nan,nan,nan,675000.0,6001.5611621156095
nan,2382,SF,1716,10576.0,3,2,0,nan,nan,nan,nan,nan,nan,549900.0,5594.284238113223
nan,1151,SF,1056,8159.0,4,1,0,nan,nan,nan,nan,nan,nan,299900.0,4492.143328095315
nan,2562,SF,2244,20449.0,4,2,0,nan,nan,nan,nan,nan,nan,525000.0,5582.252774083838
nan,1001,SF,768,16553.0,2,1,0,nan,nan,nan,nan,nan,nan,224900.0,4364.061375761586
nan,2351,SF,1385,19583.0,3,1,0,nan,nan,nan,nan,nan,nan,532500.0,4184.695844079493
nan,1089,CC,2443,,3,3,0,nan,nan,nan,nan,nan,nan,499000.0,6795.406796081927
nan,1077,SF,2592,8600.0,3,4,0,nan,nan,nan,nan,nan,nan,849900.0,7606.038791567197
nan,1033,SF,1235,60473.0,3,2,0,nan,nan,nan,nan,nan,nan,419987.0,6006.503642121568
Irongate,1810,SF,3375,26397.0,4,3,0,nan,nan,nan,nan,nan,nan,1100000.0,
nan,1801,CC,1200,,1,1,0,nan,nan,nan,nan,nan,nan,489900.0,3402.574084791539
nan,2724,MF,2068,3785.0,4,2,0,nan,nan,nan,nan,nan,nan,999000.0,5396.863754452035
nan,2176,CC,1200,,2,1,0,nan,nan,nan,nan,nan,nan,485000.0,3577.2923666861752
PREP AREA,1923,SF,3378,12998.0,4,4,0,nan,nan,nan,nan,nan,nan,949000.0,
Sidewalks to town center & Doherty Middle School!,1810,SF,1340,19600.0,2,2,0,nan,nan,nan,nan,nan,nan,599000.0,
nan,1950,SF,1566,12196.0,3,2,0,nan,nan,nan,nan,nan,nan,749900.0,6261.75564234181
nan,1845,SF,2628,14549.0,4,3,0,nan,nan,nan,nan,nan,nan,899000.0,7291.311069585077
nan,2478,CC,2979,,3,4,0,nan,nan,nan,nan,nan,nan,1869000.0,5156.3974624657585
nan,2451,SF,1752,3315.0,4,2,0,nan,nan,nan,nan,nan,nan,724900.0,5385.001782971271
nan,2472,CC,1408,,2,2,0,nan,nan,nan,nan,nan,nan,699900.0,4892.103288765495
nan,2045,SF,1895,8823.0,3,3,0,nan,nan,nan,nan,nan,nan,1595000.0,7274.467299797733
nan,2136,SF,1200,5000.0,3,2,0,nan,nan,nan,nan,nan,nan,719000.0,5197.208790881315
nan,1876,SF,1114,12640.0,3,1,0,nan,nan,nan,nan,nan,nan,399000.0,4497.562152583892
nan,1938,CC,1123,,2,2,0,nan,nan,nan,nan,nan,nan,399000.0,5040.473237477227
nan,1970,CC,1465,7056.0,3,2,0,nan,nan,nan,nan,nan,nan,499000.0,6102.2125960870635
nan,1904,CC,1954,,2,3,0,nan,nan,nan,nan,nan,nan,495000.0,6047.511849535348
nan,1938,SF,1917,12419.0,3,2,0,nan,nan,nan,nan,nan,nan,845000.0,6655.58664651353
nan,1923,SF,1778,7000.0,4,2,0,nan,nan,nan,nan,nan,nan,559000.0,5877.861781974776
nan,1983,CC,3060,,2,4,0,nan,nan,nan,nan,nan,nan,864900.0,6341.976562708367
nan,1835,SF,1476,7950.0,2,2,0,nan,nan,nan,nan,nan,nan,499900.0,5900.079031291953
nan,1906,SF,984,5998.0,3,1,0,nan,nan,nan,nan,nan,nan,590000.0,4378.810577591294
nan,1907,SF,2258,4965.0,5,3,0,nan,nan,nan,nan,nan,nan,875000.0,7006.626810116064
nan,2129,CC,662,,2,1,0,nan,nan,nan,nan,nan,nan,499000.0,3207.9716057378414
nan,2653,SF,2196,16117.0,4,3,0,nan,nan,nan,nan,nan,nan,1375000.0,6047.1295978820635
nan,2445,CC,1658,,3,2,0,nan,nan,nan,nan,nan,nan,1295000.0,4975.8281394046235
nan,2458,CC,1824,,3,2,0,nan,nan,nan,nan,nan,nan,999000.0,4958.826765581802
nan,2119,CC,667,,1,1,0,nan,nan,nan,nan,nan,nan,499950.0,3174.9004992032615
nan,2493,SF,3500,22100.0,4,3,0,nan,nan,nan,nan,nan,nan,3200000.0,6109.0189415996
nan,2139,CC,1005,,3,1,0,nan,nan,nan,nan,nan,nan,850000.0,3679.4535923028902
nan,2151,SF,1117,5009.0,4,1,0,nan,nan,nan,nan,nan,nan,499100.0,4167.076415967218
nan,2186,SF,1218,3502.0,2,2,0,nan,nan,nan,nan,nan,nan,645000.0,5162.729785795404
nan,2114,CC,310,,0,1,0,nan,nan,nan,nan,nan,nan,399000.0,2600.1875107275328
nan,2114,CC,310,,0,1,0,nan,nan,nan,nan,nan,nan,399000.0,2600.1875107275328
nan,2128,SF,1200,760.0,2,2,0,nan,nan,nan,nan,nan,nan,629000.0,4608.671568885777
nan,2118,CC,1263,1263.0,2,2,0,nan,nan,nan,nan,nan,nan,1249000.0,5134.608708124469
nan,2563,SF,1008,14810.0,3,1,0,nan,nan,nan,nan,nan,nan,559000.0,4070.605934160664
nan,1721,CC,2064,,2,3,0,nan,nan,nan,nan,nan,nan,599900.0,6043.951277722353
nan,2110,CC,752,,1,1,0,nan,nan,nan,nan,nan,nan,685000.0,3403.669169499091
nan,1721,CC,2204,,2,3,0,nan,nan,nan,nan,nan,nan,630000.0,6038.002451916736
nan,2140,CC,1193,,2,2,0,nan,nan,nan,nan,nan,nan,1199900.0,4623.953273290267
nan,2472,CC,1080,,2,2,0,nan,nan,nan,nan,nan,nan,599000.0,4847.261012136363
nan,2125,CC,1445,,2,2,0,nan,nan,nan,nan,nan,nan,799900.0,4444.905420081783
nan,2113,CC,850,,2,1,0,nan,nan,nan,nan,nan,nan,925000.0,3705.079703229375
nan,2126,CC,1600,,3,3,0,nan,nan,nan,nan,nan,nan,549900.0,4758.1067091594505
nan,2127,SF,3670,3750.0,4,4,0,nan,nan,nan,nan,nan,nan,2799000.0,5409.383377581399
nan,2118,SF,1353,451.0,2,1,0,nan,nan,nan,nan,nan,nan,889000.0,3947.1928836874654
nan,2129,CC,1788,,3,3,0,nan,nan,nan,nan,nan,nan,1699000.0,4833.432609511837
nan,2109,CC,1236,,2,2,0,nan,nan,nan,nan,nan,nan,1295000.0,5050.754079967435
nan,2145,CC,1668,,2,3,0,nan,nan,nan,nan,nan,nan,1275000.0,4851.428172443677
nan,2139,MF,2250,4007.0,4,3,0,nan,nan,nan,nan,nan,nan,1699000.0,5612.468441722629
nan,2155,SF,3400,4471.0,5,5,0,nan,nan,nan,nan,nan,nan,1530000.0,5726.881999851308
nan,2332,SF,2054,109182.0,4,3,0,nan,nan,nan,nan,nan,nan,1095000.0,6058.718819358668
nan,2152,CC,1006,,2,1,0,nan,nan,nan,nan,nan,nan,459995.0,3569.5630198044896
nan,1562,SF,1346,137972.0,3,3,0,nan,nan,nan,nan,nan,nan,419900.0,6842.147808784394
nan,1778,SF,1216,34412.0,2,1,0,nan,nan,nan,nan,nan,nan,589900.0,4385.306571274361
nan,2061,SF,1970,22125.0,3,1,0,nan,nan,nan,nan,nan,nan,699000.0,4993.823404854977
nan,2210,CC,1537,,2,3,0,nan,nan,nan,nan,nan,nan,3299000.0,4931.505457722671
nan,2129,CC,554,,1,1,0,nan,nan,nan,nan,nan,nan,562000.0,2943.658446886529
nan,2150,CC,575,,2,2,0,nan,nan,nan,nan,nan,nan,99000.0,4540.293125861047
nan,2537,SF,1792,24829.0,3,2,0,nan,nan,nan,nan,nan,nan,899000.0,5595.80330482968
nan,2129,CC,1335,,3,2,0,nan,nan,nan,nan,nan,nan,1199000.0,4641.221145119831
nan,1970,SF,1114,1276.0,3,1,0,nan,nan,nan,nan,nan,nan,555000.0,4081.792695852074
nan,2118,CC,1681,1681.0,2,2,0,nan,nan,nan,nan,nan,nan,1395000.0,5462.098260752935
nan,2129,CC,623,,1,1,0,nan,nan,nan,nan,nan,nan,599000.0,3023.848720020794
nan,2114,CC,626,626.0,0,1,0,nan,nan,nan,nan,nan,nan,425000.0,3450.20559647931
nan,2468,SF,6436,22748.0,6,7,0,nan,nan,nan,nan,nan,nan,3699000.0,6151.564467983534
nan,2026,SF,1341,9472.0,4,2,0,nan,nan,nan,nan,nan,nan,670000.0,5902.819388469502
nan,2062,CC,1406,21780.0,3,2,0,nan,nan,nan,nan,nan,nan,609900.0,6288.521000512905
nan,2459,SF,3024,23913.0,3,3,0,nan,nan,nan,nan,nan,nan,1878000.0,5681.600203493421
nan,2445,CC,1860,,2,3,0,nan,nan,nan,nan,nan,nan,1179000.0,5067.360990303554
nan,2494,SF,2567,5009.0,3,3,0,nan,nan,nan,nan,nan,nan,1390000.0,5346.550612041919
nan,2445,CC,1390,,3,2,0,nan,nan,nan,nan,nan,nan,1299000.0,5005.153711541794
nan,2459,CC,2810,17100.0,5,3,0,nan,nan,nan,nan,nan,nan,1300000.0,6183.5714177144155
nan,2141,CC,850,,1,1,0,nan,nan,nan,nan,nan,nan,775000.0,3330.7459310566514
nan,2155,MF,4497,8060.0,4,5,0,nan,nan,nan,nan,nan,nan,1349000.0,5695.240202343319
nan,2445,SF,2612,4931.0,4,4,0,nan,nan,nan,nan,nan,nan,2990000.0,5816.047655618714
nan,2116,CC,2258,,2,3,0,nan,nan,nan,nan,nan,nan,4625000.0,5656.549178571159
nan,2138,CC,1374,,2,2,0,nan,nan,nan,nan,nan,nan,3100000.0,4684.352066478359
nan,2138,CC,353,,0,1,0,nan,nan,nan,nan,nan,nan,450000.0,2603.801781655688
nan,1801,CC,1921,0.0,3,4,0,nan,nan,nan,nan,nan,nan,1141455.0,7171.9224814974295
nan,2445,MF,4911,3121.0,12,5,0,nan,nan,nan,nan,nan,nan,2350000.0,5807.3315262128635
nan,2062,CC,1378,,2,2,0,nan,nan,nan,nan,nan,nan,615000.0,5177.200603835024
nan,2138,CC,674,,1,1,0,nan,nan,nan,nan,nan,nan,679999.0,3343.9032949686657
nan,1824,SF,1867,41382.0,3,1,0,nan,nan,nan,nan,nan,nan,549900.0,4986.041413026547
nan,2474,SF,1790,3742.0,3,3,0,nan,nan,nan,nan,nan,nan,869000.0,5454.577468850683
Winter Hill,2145,SF,2025,2249.0,4,3,0,nan,nan,nan,nan,nan,nan,1100000.0,
nan,2143,MF,3603,4179.0,6,4,0,nan,nan,nan,nan,nan,nan,1995000.0,5796.888202999355
nan,2113,CC,339,339.0,1,1,0,nan,nan,nan,nan,nan,nan,389499.0,2924.8794333767805
nan,2128,CC,700,,1,1,0,nan,nan,nan,nan,nan,nan,569000.0,3083.1053828886706
nan,2139,CC,1245,,2,2,0,nan,nan,nan,nan,nan,nan,999000.0,4647.967845410197
nan,2149,CC,802,,2,1,0,nan,nan,nan,nan,nan,nan,325000.0,3584.890450331997
nan,1721,SF,4398,30056.0,3,3,0,nan,nan,nan,nan,nan,nan,995000.0,7427.543637631268
nan,2072,SF,1926,10842.0,5,2,0,nan,nan,nan,nan,nan,nan,459900.0,6534.3482514411835
nan,2021,SF,4800,17685.0,4,4,0,nan,nan,nan,nan,nan,nan,1399900.0,7526.92397585202
nan,2155,MF,2280,3646.0,5,2,0,nan,nan,nan,nan,nan,nan,949900.0,5306.191290149519
nan,2026,SF,936,7947.0,3,1,0,nan,nan,nan,nan,nan,nan,499000.0,4434.383207657311
nan,2019,CC,2250,,2,2,0,nan,nan,nan,nan,nan,nan,430000.0,5181.063999262578
nan,1824,SF,1667,22651.0,3,2,0,nan,nan,nan,nan,nan,nan,569000.0,6281.475861772438
nan,1908,SF,1493,3202.0,4,2,0,nan,nan,nan,nan,nan,nan,919000.0,5728.547182778877
nan,1450,CC,2274,1960200.0,2,3,0,nan,nan,nan,nan,nan,nan,939900.0,6712.945182555661
nan,1450,CC,2220,1960200.0,2,3,0,nan,nan,nan,nan,nan,nan,972000.0,6718.9504928408305
Salisbury Plains,1952,SF,2650,60400.0,4,3,0,nan,nan,nan,nan,nan,nan,865000.0,
nan,1824,SF,2702,79715.0,4,4,0,nan,nan,nan,nan,nan,nan,875000.0,7610.5087208166115
nan,1851,SF,1344,4356.0,3,1,0,nan,nan,nan,nan,nan,nan,299900.0,4375.480246706666
nan,1844,CC,2766,,3,3,0,nan,nan,nan,nan,nan,nan,849900.0,6789.12794756623
nan,3060,SF,1916,4800.0,4,2,0,nan,nan,nan,nan,nan,nan,549900.0,5453.867082902108
nan,1473,CC,975,,2,1,0,nan,nan,nan,nan,nan,nan,264900.0,3734.918490537543
nan,2127,CC,640,640.0,2,1,0,nan,nan,nan,nan,nan,nan,585000.0,3381.950453058835
Lily Pond,2025,SF,3838,20086.0,4,4,0,nan,nan,nan,nan,nan,nan,1350000.0,
nan,1845,SF,2580,47480.0,4,3,0,nan,nan,nan,nan,nan,nan,899900.0,7283.6290267723225
nan,2045,SF,1531,4750.0,3,2,0,nan,nan,nan,nan,nan,nan,749000.0,6021.026088642621
Horseshoe Lane,2050,SF,4482,32232.0,4,5,0,nan,nan,nan,nan,nan,nan,1499000.0,
nan,2062,SF,2800,10270.0,5,3,0,nan,nan,nan,nan,nan,nan,969900.0,7209.8209272062695
nan,1776,CC,3394,,2,4,0,nan,nan,nan,nan,nan,nan,1120000.0,6335.407234302371
nan,1754,SF,1136,6969.0,2,1,0,nan,nan,nan,nan,nan,nan,475000.0,4283.358427661608
nan,1720,SF,1485,65257.0,3,2,0,nan,nan,nan,nan,nan,nan,650000.0,6277.999368070237
nan,1776,SF,3700,73977.0,4,2,0,nan,nan,nan,nan,nan,nan,1199000.0,6481.493359097551
nan,1451,SF,2589,69260.0,4,3,0,nan,nan,nan,nan,nan,nan,842500.0,7283.6290267723225
nan,1590,SF,2594,60112.0,3,2,0,nan,nan,nan,nan,nan,nan,639900.0,6759.600457972105
nan,1803,SF,1622,25504.0,3,2,0,nan,nan,nan,nan,nan,nan,699000.0,6280.454016891084
nan,1720,SF,1913,64000.0,3,2,0,nan,nan,nan,nan,nan,nan,719000.0,6671.830372241959
nan,1742,SF,3971,12380.0,4,4,0,nan,nan,nan,nan,nan,nan,2350000.0,7382.3442731322775
nan,1450,SF,3000,43560.0,4,3,0,nan,nan,nan,nan,nan,nan,899900.0,7274.411787159725
nan,1604,CC,698,,1,1,0,nan,nan,nan,nan,nan,nan,267500.0,3377.9967064594475
nan,2347,SF,3512,90038.0,4,5,0,nan,nan,nan,nan,nan,nan,1300000.0,6116.562998879335
Blackmount,2050,SF,1948,42253.0,4,2,0,nan,nan,nan,nan,nan,nan,769000.0,
nan,2341,SF,960,89734.0,2,1,0,nan,nan,nan,nan,nan,nan,325500.0,4004.7696157156734
Snug Harbor,2332,SF,3005,19269.0,4,2,0,nan,nan,nan,nan,nan,nan,1250000.0,
Edgewood at Hopkinton,1748,SF,6771,61480.0,5,7,0,nan,nan,nan,nan,nan,nan,2544746.0,
nan,1945,SF,2018,5837.0,3,2,0,nan,nan,nan,nan,nan,nan,939000.0,6455.512185172822
nan,1752,SF,2512,55321.0,3,3,0,nan,nan,nan,nan,nan,nan,789900.0,7517.376788057409
Pheasant Hill,1701,SF,1378,20225.0,4,3,0,nan,nan,nan,nan,nan,nan,719900.0,
nan,1821,SF,1976,24829.0,3,2,0,nan,nan,nan,nan,nan,nan,639900.0,6678.490570173359
nan,1570,SF,1438,4200.0,4,1,0,nan,nan,nan,nan,nan,nan,175000.0,4435.491281521843
nan,1746,SF,3648,31233.0,4,3,0,nan,nan,nan,nan,nan,nan,1000000.0,7281.071985091126
nan,1603,CC,728,,1,1,0,nan,nan,nan,nan,nan,nan,205999.0,3385.0658306942005
Pine Needle Park,2052,SF,2087,24842.0,3,3,0,nan,nan,nan,nan,nan,nan,889900.0,
nan,1702,SF,1080,5968.0,3,1,0,nan,nan,nan,nan,nan,nan,519900.0,4377.206757387434
Sand Hills,2066,SF,1452,4791.0,3,2,0,nan,nan,nan,nan,nan,nan,998000.0,
nan,2332,CC,1424,3049.0,2,2,0,nan,nan,nan,nan,nan,nan,439000.0,5299.388795847846
nan,2382,CC,1552,,2,2,0,nan,nan,nan,nan,nan,nan,450000.0,4900.615676381867
Blue Fish Cove,2050,SF,813,11793.0,2,1,0,nan,nan,nan,nan,nan,nan,879000.0,
nan,2050,SF,1666,47916.0,4,2,0,nan,nan,nan,nan,nan,nan,739900.0,6039.586903090763
nan,2050,CC,700,,1,1,0,nan,nan,nan,nan,nan,nan,219000.0,3389.7585189401625
nan,2190,CC,1475,,2,2,0,nan,nan,nan,nan,nan,nan,560000.0,4819.993310284709
Indian Pond,2364,SF,3200,41000.0,4,3,0,nan,nan,nan,nan,nan,nan,1349000.0,
nan,2324,SF,1488,38641.0,3,2,0,nan,nan,nan,nan,nan,nan,549900.0,5555.39618917772
nan,2050,SF,4880,236095.0,5,4,0,nan,nan,nan,nan,nan,nan,1900000.0,7585.314207400403
Sandhills,2066,SF,1392,6360.0,3,2,0,nan,nan,nan,nan,nan,nan,1050000.0,
nan,1463,SF,2610,71000.0,3,3,0,nan,nan,nan,nan,nan,nan,769000.0,7512.150227477214
nan,2762,SF,2800,30004.0,4,3,0,nan,nan,nan,nan,nan,nan,679900.0,6107.672360022886
nan,1757,SF,3522,36268.0,4,3,0,nan,nan,nan,nan,nan,nan,799900.0,7280.613223759556
nan,1569,SF,2960,54886.0,3,4,0,nan,nan,nan,nan,nan,nan,749900.0,7828.413269542165
nan,2019,SF,728,4700.0,2,1,0,nan,nan,nan,nan,nan,nan,359000.0,4187.089664073333
nan,1420,SF,2244,9875.0,3,2,0,nan,nan,nan,nan,nan,nan,494500.0,6643.676747661571
nan,2895,SF,2478,10000.0,3,2,0,nan,nan,nan,nan,nan,nan,399900.0,5475.174361382226
nan,1504,SF,1764,118579.0,3,3,0,nan,nan,nan,nan,nan,nan,549950.0,7040.405239331981
nan,2093,SF,3568,87120.0,6,4,0,nan,nan,nan,nan,nan,nan,1099000.0,7698.670000801159
nan,1845,SF,3481,131987.0,4,3,0,nan,nan,nan,nan,nan,nan,1050000.0,7274.411787159725
nan,1845,CC,2375,1393920.0,2,4,0,nan,nan,nan,nan,nan,nan,860000.0,7147.223378261346
nan,1970,CC,788,9270.0,2,1,0,nan,nan,nan,nan,nan,nan,350000.0,4298.6395848645325
nan,1832,SF,1188,55757.0,3,1,0,nan,nan,nan,nan,nan,nan,575000.0,4513.650799400931
nan,1833,SF,1903,39109.0,3,2,0,nan,nan,nan,nan,nan,nan,489000.0,6671.830372241959
nan,1834,SF,2500,23958.0,3,3,0,nan,nan,nan,nan,nan,nan,679900.0,7524.357595809006
nan,3053,SF,3032,57499.0,4,4,0,nan,nan,nan,nan,nan,nan,775000.0,6128.946272432935
nan,1952,CC,1512,,2,3,0,nan,nan,nan,nan,nan,nan,659900.0,6007.334061707048
nan,2043,SF,2590,11761.0,3,3,0,nan,nan,nan,nan,nan,nan,1369000.0,7371.327104884322
nan,2043,SF,2268,17079.0,4,4,0,nan,nan,nan,nan,nan,nan,1425000.0,7525.082953044606
nan,2043,SF,1962,4469.0,3,2,0,nan,nan,nan,nan,nan,nan,1289000.0,6429.122585472145
Walk to town,2043,SF,3470,22651.0,3,4,0,nan,nan,nan,nan,nan,nan,1650000.0,
Crow Point,2043,SF,1784,8768.0,4,3,0,nan,nan,nan,nan,nan,nan,975000.0,
nan,2061,CC,1562,,2,3,0,nan,nan,nan,nan,nan,nan,899000.0,6007.334061707048
nan,1752,SF,2454,64469.0,3,2,0,nan,nan,nan,nan,nan,nan,699000.0,6770.654123739581
