NEIGHBORHOOD,ZIP_CODE,PROP_TYPE,SQUARE_FEET,LOT_SIZE,NO_BEDROOMS,TOTAL_BATHS,TOTAL_PARKING_RN,FURNISHED_RN,PETS_ALLOWED_RN,SEC_DEPOSIT_RN,TERM_OF_RENTAL_RN,RENT_FEE_INCLUDES_RN,RENTAL_TERMS_RN,LIST_PRICE,Predicted_Rent
nan,2151,SF,2435,6447.0,2,2,0,nan,nan,nan,nan,nan,nan,720000.0,5087.760915422052
nan,1527,CC,1746,,2,3,0,nan,nan,nan,nan,nan,nan,475000.0,6024.6410182323
nan,1569,SF,1318,36116.0,2,1,0,nan,nan,nan,nan,nan,nan,449900.0,4500.890735461531
The Cliffs,2760,SF,1142,14771.0,3,1,0,nan,nan,nan,nan,nan,nan,549900.0,
nan,2127,CC,2771,,3,4,0,nan,nan,nan,nan,nan,nan,1999000.0,4757.646846622365
nan,1982,SF,5856,2680246.0,7,7,0,nan,nan,nan,nan,nan,nan,5695000.0,7567.208987283464
nan,2467,SF,3083,21183.0,3,3,0,nan,nan,nan,nan,nan,nan,3599000.0,5682.622048374773
nan,1747,CC,2194,0.0,2,2,0,nan,nan,nan,nan,nan,nan,440000.0,5191.555635927618
nan,2116,CC,1153,1153.0,2,2,0,nan,nan,nan,nan,nan,nan,850000.0,5287.178436914521
nan,2343,CC,940,,2,2,0,nan,nan,nan,nan,nan,nan,300000.0,4838.460832260906
nan,2446,CC,2830,5532.0,5,4,0,nan,nan,nan,nan,nan,nan,1850000.0,5933.08374586286
nan,2139,CC,1450,,3,2,0,nan,nan,nan,nan,nan,nan,1289000.0,4814.370825546543
nan,2130,MF,3492,5760.0,8,3,0,nan,nan,nan,nan,nan,nan,1400000.0,5686.350639050461
nan,2128,CC,710,710.0,2,1,0,nan,nan,nan,nan,nan,nan,509000.0,3416.1762158399747
Bellevue Hill,2132,SF,988,11690.0,2,2,0,nan,nan,nan,nan,nan,nan,759000.0,
nan,2066,SF,1939,12196.0,3,2,0,nan,nan,nan,nan,nan,nan,899000.0,6655.58664651353
nan,2673,SF,2401,20038.0,4,3,0,nan,nan,nan,nan,nan,nan,1395000.0,6103.4415235125125
South Hamilton,1982,SF,1016,23278.0,2,2,0,nan,nan,nan,nan,nan,nan,749999.0,
nan,2138,CC,1848,,3,4,0,nan,nan,nan,nan,nan,nan,1299000.0,4999.98708427175
nan,2118,CC,1234,1234.0,2,2,0,nan,nan,nan,nan,nan,nan,1400000.0,5133.514390940443
nan,2127,CC,2082,,3,3,0,nan,nan,nan,nan,nan,nan,1699000.0,4786.764459463422
nan,2116,CC,589,589.0,1,1,0,nan,nan,nan,nan,nan,nan,889800.0,3515.0913028788505
nan,2116,CC,1997,,3,3,0,nan,nan,nan,nan,nan,nan,7980000.0,6457.134604633087
nan,2116,CC,2479,2479.0,3,5,0,nan,nan,nan,nan,nan,nan,3295000.0,7092.7095247561565
nan,2110,CC,900,,1,1,0,nan,nan,nan,nan,nan,nan,1845000.0,3417.8628804871987
nan,2171,CC,1178,,2,2,0,nan,nan,nan,nan,nan,nan,539000.0,4723.813864628254
nan,2459,SF,6200,10014.0,6,8,0,nan,nan,nan,nan,nan,nan,3749000.0,5959.59997694157
nan,2131,SF,2838,9800.0,6,4,0,nan,nan,nan,nan,nan,nan,949000.0,5744.679182527274
nan,2125,CC,1200,,3,2,0,nan,nan,nan,nan,nan,nan,689000.0,4541.106352535543
Pigeon Hill / Forest Street / Bentley,2452,SF,4453,16836.0,4,4,0,nan,nan,nan,nan,nan,nan,1675000.0,
nan,2451,SF,1795,6290.0,3,2,0,nan,nan,nan,nan,nan,nan,600000.0,5429.965385310577
Timber Crest Estates,2053,SF,2762,14490.0,3,3,0,nan,nan,nan,nan,nan,nan,1059990.0,
nan,1749,SF,2374,32250.0,4,3,0,nan,nan,nan,nan,nan,nan,660000.0,7304.579915780361
nan,1581,SF,3364,20037.0,6,4,0,nan,nan,nan,nan,nan,nan,889000.0,7705.535389358422
nan,2482,SF,5904,20652.0,5,6,0,nan,nan,nan,nan,nan,nan,2895000.0,6120.681678123683
nan,1701,SF,2164,32191.0,4,3,0,nan,nan,nan,nan,nan,nan,885000.0,7207.673050784004
nan,2144,MF,3278,3547.0,8,3,0,nan,nan,nan,nan,nan,nan,1599000.0,5752.399538542322
nan,2131,SF,2227,3206.0,4,3,0,nan,nan,nan,nan,nan,nan,1199000.0,5476.644035634867
nan,2144,CC,1439,1641.0,3,2,0,nan,nan,nan,nan,nan,nan,799000.0,5072.808334641652
nan,1721,SF,4306,15246.0,4,3,0,nan,nan,nan,nan,nan,nan,1150000.0,7200.044281807732
nan,2130,CC,908,7200.0,2,2,0,nan,nan,nan,nan,nan,nan,685000.0,5022.106381778524
nan,2474,CC,1714,,4,2,0,nan,nan,nan,nan,nan,nan,899000.0,4984.850349631161
nan,1702,SF,1664,8015.0,3,3,0,nan,nan,nan,nan,nan,nan,660000.0,6878.691325326595
nan,2038,CC,1402,,2,2,0,nan,nan,nan,nan,nan,nan,369900.0,5178.803303329426
nan,2113,CC,714,714.0,2,1,0,nan,nan,nan,nan,nan,nan,685000.0,3881.0004362972636
nan,1876,SF,1949,47916.0,3,2,0,nan,nan,nan,nan,nan,nan,780000.0,6671.830372241959
nan,1876,SF,2008,43560.0,3,2,0,nan,nan,nan,nan,nan,nan,699000.0,6675.5598760483335
nan,2120,MF,2288,4367.0,8,4,0,nan,nan,nan,nan,nan,nan,1899000.0,6414.339596469821
nan,1740,SF,3836,228690.0,5,4,0,nan,nan,nan,nan,nan,nan,1179000.0,7589.239670086308
nan,1581,CC,1512,,2,2,0,nan,nan,nan,nan,nan,nan,610780.0,5178.256867073309
nan,1520,CC,1200,,3,2,0,nan,nan,nan,nan,nan,nan,274400.0,5326.403610196947
nan,2115,CC,2188,,2,3,0,nan,nan,nan,nan,nan,nan,6850000.0,5647.2008427544715
nan,2215,CC,949,,2,2,0,nan,nan,nan,nan,nan,nan,1799000.0,4768.48648276254
nan,2169,CC,847,,2,2,0,nan,nan,nan,nan,nan,nan,375000.0,4663.684566355089
nan,2190,SF,1415,8128.0,3,1,0,nan,nan,nan,nan,nan,nan,585000.0,4111.659259544264
Lakehurst,2189,SF,768,7011.0,2,1,0,nan,nan,nan,nan,nan,nan,300000.0,
nan,2171,MF,2160,3471.0,4,4,0,nan,nan,nan,nan,nan,nan,1250000.0,5663.912111097567
nan,2169,SF,2131,9600.0,3,3,0,nan,nan,nan,nan,nan,nan,829000.0,5439.23811794669
nan,2186,MF,4188,16962.0,9,3,0,nan,nan,nan,nan,nan,nan,1399000.0,6096.389922896251
nan,1570,SF,1856,15000.0,4,2,0,nan,nan,nan,nan,nan,nan,279500.0,6447.909837024149
Montclair,2171,SF,2123,5600.0,4,3,0,nan,nan,nan,nan,nan,nan,939000.0,
nan,2188,SF,1248,4400.0,3,2,0,nan,nan,nan,nan,nan,nan,499900.0,5337.066569803898
nan,2169,CC,1282,,1,1,0,nan,nan,nan,nan,nan,nan,529000.0,3446.3762968527462
nan,2171,CC,837,,1,1,0,nan,nan,nan,nan,nan,nan,449900.0,3389.5588867969386
Indian Cliffs,2186,SF,3428,57935.0,3,3,0,nan,nan,nan,nan,nan,nan,1590000.0,
nan,2189,SF,851,10217.0,3,1,0,nan,nan,nan,nan,nan,nan,379900.0,4104.093680935073
nan,2171,CC,1071,,2,1,0,nan,nan,nan,nan,nan,nan,420000.0,3577.5945883131826
nan,2780,SF,1940,8276.0,2,1,0,nan,nan,nan,nan,nan,nan,499000.0,3988.8139293130816
nan,2145,MF,3002,4050.0,5,2,0,nan,nan,nan,nan,nan,nan,1199000.0,5314.143142050213
nan,2180,SF,2052,6286.0,3,3,0,nan,nan,nan,nan,nan,nan,779000.0,5420.795779599928
nan,2184,SF,1547,8390.0,3,2,0,nan,nan,nan,nan,nan,nan,600000.0,5460.0179256343135
nan,2191,MF,1664,7567.0,4,2,0,nan,nan,nan,nan,nan,nan,749900.0,5468.175739849553
President's Hill,2169,SF,2352,7528.0,4,3,0,nan,nan,nan,nan,nan,nan,899000.0,
nan,2189,SF,1297,6420.0,4,2,0,nan,nan,nan,nan,nan,nan,534999.0,5438.010883855792
nan,2171,SF,1260,4500.0,3,2,0,nan,nan,nan,nan,nan,nan,695000.0,5281.752157261996
nan,1844,SF,2100,13939.2,3,3,0,nan,nan,nan,nan,nan,nan,639900.0,7434.329188940452
nan,2339,SF,1612,30927.0,4,2,0,nan,nan,nan,nan,nan,nan,525000.0,5625.333286491528
nan,2130,CC,550,,1,1,0,nan,nan,nan,nan,nan,nan,349900.0,2942.7943638100505
nan,2131,MF,2447,4627.0,4,3,0,nan,nan,nan,nan,nan,nan,949000.0,5504.318701037855
nan,1752,CC,1428,,2,2,0,nan,nan,nan,nan,nan,nan,399000.0,5178.803303329426
nan,2114,CC,700,,2,1,0,nan,nan,nan,nan,nan,nan,899000.0,3665.641156185112
nan,2780,SF,1915,10454.0,3,2,0,nan,nan,nan,nan,nan,nan,449900.0,5568.374803091392
nan,2760,SF,1204,5620.0,4,1,0,nan,nan,nan,nan,nan,nan,425000.0,4155.31150284464
nan,1701,SF,1602,8799.0,3,2,0,nan,nan,nan,nan,nan,nan,500000.0,6116.757231173675
nan,2666,SF,1734,33977.0,3,3,0,nan,nan,nan,nan,nan,nan,979000.0,5658.665949814998
nan,1778,SF,1884,20038.0,3,3,0,nan,nan,nan,nan,nan,nan,875000.0,7432.0621845598225
nan,2360,SF,1558,30888.0,2,1,0,nan,nan,nan,nan,nan,nan,350000.0,4141.306325052972
nan,2719,SF,1671,6504.0,3,2,0,nan,nan,nan,nan,nan,nan,649900.0,5404.093898381758
Gracey Estates,2780,SF,1900,40647.0,3,2,0,nan,nan,nan,nan,nan,nan,748100.0,
Gracey Estates,2780,SF,1736,30038.0,3,2,0,nan,nan,nan,nan,nan,nan,689500.0,
nan,2760,SF,936,32500.0,2,1,0,nan,nan,nan,nan,nan,nan,469900.0,3987.950350412371
nan,2019,CC,1940,,2,2,0,nan,nan,nan,nan,nan,nan,500000.0,5196.578707166361
nan,2780,SF,1673,14810.0,3,2,0,nan,nan,nan,nan,nan,nan,590000.0,5581.919845645421
nan,2762,CC,1080,,2,2,0,nan,nan,nan,nan,nan,nan,359900.0,4847.261012136363
nan,2360,SF,2374,44392.0,3,2,0,nan,nan,nan,nan,nan,nan,659999.0,5619.566648823451
nan,2191,SF,1152,7500.0,3,2,0,nan,nan,nan,nan,nan,nan,509900.0,5403.552276755341
nan,2777,SF,1316,16553.0,3,1,0,nan,nan,nan,nan,nan,nan,489900.0,4179.636606136511
nan,1801,CC,1667,,2,2,0,nan,nan,nan,nan,nan,nan,859155.0,5173.707875863311
Ward 1,1904,SF,1878,8250.0,4,2,0,nan,nan,nan,nan,nan,nan,649000.0,
nan,2452,CC,2217,,2,4,0,nan,nan,nan,nan,nan,nan,800000.0,5024.724628418688
nan,2127,CC,1174,1174.0,2,2,0,nan,nan,nan,nan,nan,nan,779900.0,4713.074343637005
Winthrop Sq,2129,SF,3834,1555.0,6,7,0,nan,nan,nan,nan,nan,nan,3300000.0,
nan,2145,CC,1115,,2,2,0,nan,nan,nan,nan,nan,nan,799999.0,4659.921250470868
nan,2129,CC,1123,,2,2,0,nan,nan,nan,nan,nan,nan,1295000.0,4431.329485448716
nan,2129,CC,153,,0,0,0,nan,nan,nan,nan,nan,nan,175000.0,1134.4440276560426
nan,2129,MF,2520,1000.0,2,2,0,nan,nan,nan,nan,nan,nan,1575000.0,4653.089114872959
nan,2151,CC,2280,,4,4,0,nan,nan,nan,nan,nan,nan,799000.0,5202.812424250315
nan,2151,SF,1200,2369.0,2,1,0,nan,nan,nan,nan,nan,nan,549999.0,3729.7658775706464
nan,2151,SF,2628,3790.0,3,2,0,nan,nan,nan,nan,nan,nan,709900.0,5168.076742113591
nan,2148,SF,1219,2866.0,2,2,0,nan,nan,nan,nan,nan,nan,529900.0,5070.307607222657
nan,1730,SF,1113,41600.0,3,1,0,nan,nan,nan,nan,nan,nan,898000.0,4513.980471584469
nan,2150,MF,3525,2848.0,7,3,0,nan,nan,nan,nan,nan,nan,990000.0,5745.594032521456
nan,1420,MF,2070,5489.0,5,3,0,nan,nan,nan,nan,nan,nan,225000.0,7012.225395304433
nan,1902,SF,1328,4050.0,4,2,0,nan,nan,nan,nan,nan,nan,599900.0,5789.299367916479
nan,1904,CC,1527,,2,2,0,nan,nan,nan,nan,nan,nan,469000.0,5178.256867073309
Waterfront Little Nugget Lake,1507,SF,832,9300.0,2,1,0,nan,nan,nan,nan,nan,nan,254999.0,
nan,1801,SF,2863,14810.0,4,3,0,nan,nan,nan,nan,nan,nan,1060000.0,7291.311069585077
nan,6377,SF,1704,0.0,3,3,0,nan,nan,nan,nan,nan,nan,365000.0,5195.908746071285
nan,2019,SF,3064,40078.0,4,3,0,nan,nan,nan,nan,nan,nan,625000.0,7274.411787159725
nan,1571,SF,1543,498761.0,4,1,0,nan,nan,nan,nan,nan,nan,474900.0,4699.792253427278
nan,1543,SF,677,12632.0,2,1,0,nan,nan,nan,nan,nan,nan,229999.0,4338.199526717891
nan,1776,SF,3142,51325.0,4,3,0,nan,nan,nan,nan,nan,nan,899900.0,7274.411787159725
nan,2453,CC,1035,,2,1,0,nan,nan,nan,nan,nan,nan,549900.0,3558.2297434852353
nan,2021,SF,1222,17500.0,3,2,0,nan,nan,nan,nan,nan,nan,595000.0,6011.84953233431
nan,2132,CC,1689,4030.0,3,2,0,nan,nan,nan,nan,nan,nan,569900.0,5065.462432085534
Roslindale,2131,SF,1548,9211.0,4,2,0,nan,nan,nan,nan,nan,nan,759000.0,
nan,2132,MF,47537,40871.0,69,71,0,nan,nan,nan,nan,nan,nan,21000000.0,5734.194125908894
nan,2130,SF,3100,7606.0,4,4,0,nan,nan,nan,nan,nan,nan,2400000.0,5634.792939970535
nan,2132,MF,2324,11700.0,5,2,0,nan,nan,nan,nan,nan,nan,1050000.0,5389.602085195696
nan,2072,SF,2827,12001.0,4,2,0,nan,nan,nan,nan,nan,nan,699900.0,6428.011561596097
nan,2649,SF,2433,22215.0,4,2,0,nan,nan,nan,nan,nan,nan,1000000.0,5686.414250436074
nan,2132,CC,645,,1,1,0,nan,nan,nan,nan,nan,nan,279900.0,3058.9139412300997
nan,1721,CC,1122,,1,1,0,nan,nan,nan,nan,nan,nan,375000.0,3402.3177101812284
nan,2131,CC,1072,1072.0,2,1,0,nan,nan,nan,nan,nan,nan,550000.0,3476.0032871310273
nan,2130,CC,805,,1,1,0,nan,nan,nan,nan,nan,nan,429000.0,3103.3823930601884
nan,2169,SF,1378,3600.0,3,2,0,nan,nan,nan,nan,nan,nan,549900.0,5255.831628168469
nan,2108,CC,1155,,2,2,0,nan,nan,nan,nan,nan,nan,1600000.0,5040.779958269084
nan,1906,SF,902,9980.0,3,2,0,nan,nan,nan,nan,nan,nan,580000.0,5907.49174241467
nan,1450,SF,1940,243935.0,3,3,0,nan,nan,nan,nan,nan,nan,699000.0,7424.380141747069
nan,1746,SF,1156,19166.0,3,1,0,nan,nan,nan,nan,nan,nan,450000.0,4517.962475861609
nan,2537,SF,1536,8276.0,3,2,0,nan,nan,nan,nan,nan,nan,322000.0,5506.461463064682
nan,1752,SF,3756,21049.0,4,4,0,nan,nan,nan,nan,nan,nan,899900.0,7530.849438537924
nan,1606,SF,1413,10895.0,3,2,0,nan,nan,nan,nan,nan,nan,429900.0,6265.980083147044
nan,1746,SF,1596,18731.0,3,1,0,nan,nan,nan,nan,nan,nan,585000.0,4622.063646324835
nan,2053,SF,1427,10890.0,3,1,0,nan,nan,nan,nan,nan,nan,499900.0,4600.897313336151
nan,1568,SF,2082,13504.0,4,2,0,nan,nan,nan,nan,nan,nan,432000.0,6473.220903802318
nan,2771,SF,2520,53100.0,4,3,0,nan,nan,nan,nan,nan,nan,749000.0,6089.514731345731
nan,2351,SF,1942,32651.0,3,2,0,nan,nan,nan,nan,nan,nan,629900.0,5573.1381471335935
nan,2169,CC,1648,,3,2,0,nan,nan,nan,nan,nan,nan,749000.0,4864.2166265534825
nan,2330,SF,2764,25068.0,4,2,0,nan,nan,nan,nan,nan,nan,620000.0,5637.745102224608
nan,2368,SF,1000,7500.0,3,1,0,nan,nan,nan,nan,nan,nan,447900.0,4060.400109298715
nan,2766,SF,3102,205820.0,4,3,0,nan,nan,nan,nan,nan,nan,1265000.0,6100.127808303987
nan,2481,SF,2671,11556.0,3,3,0,nan,nan,nan,nan,nan,nan,1499000.0,5570.519144482632
nan,2649,SF,5764,12800.0,6,6,0,nan,nan,nan,nan,nan,nan,4950000.0,6158.069840604733
nan,2703,SF,1458,14875.0,2,1,0,nan,nan,nan,nan,nan,nan,409900.0,4132.753317864488
nan,2056,SF,2312,48226.0,4,3,0,nan,nan,nan,nan,nan,nan,699000.0,7190.5212161875625
nan,2760,SF,2200,18000.0,3,2,0,nan,nan,nan,nan,nan,nan,650000.0,5549.890975832986
nan,2093,SF,1400,60505.0,2,1,0,nan,nan,nan,nan,nan,nan,475000.0,4468.850060646622
nan,2110,CC,1675,,2,2,0,nan,nan,nan,nan,nan,nan,3165000.0,5194.275126671896
nan,2472,CC,1045,,2,1,0,nan,nan,nan,nan,nan,nan,489900.0,3547.263560622027
nan,2139,CC,2740,,4,4,0,nan,nan,nan,nan,nan,nan,2249000.0,5181.626864755737
nan,1930,CC,1781,,1,3,0,nan,nan,nan,nan,nan,nan,899000.0,5543.754048735718
nan,2375,CC,1052,,2,2,0,nan,nan,nan,nan,nan,nan,359900.0,4842.607346503182
nan,2184,SF,2219,5981.0,3,3,0,nan,nan,nan,nan,nan,nan,865000.0,5370.542732151859
nan,1570,MF,1536,7050.0,4,2,0,nan,nan,nan,nan,nan,nan,399900.0,5885.652248135706
nan,1075,SF,1280,2455.0,3,1,0,nan,nan,nan,nan,nan,nan,224900.0,4275.0981107714315
nan,1757,SF,1546,3136.0,3,1,0,nan,nan,nan,nan,nan,nan,399900.0,4288.286846080134
nan,2135,SF,1008,11000.0,3,3,0,nan,nan,nan,nan,nan,nan,1075000.0,5300.396592823363
nan,2360,SF,1510,186872.0,4,2,0,nan,nan,nan,nan,nan,nan,1350000.0,5669.301920312667
nan,2186,CC,2576,,3,4,0,nan,nan,nan,nan,nan,nan,1610000.0,5080.017592918572
nan,2186,CC,2816,,3,4,0,nan,nan,nan,nan,nan,nan,1695000.0,5080.017592918572
nan,1982,SF,1829,21000.0,3,2,0,nan,nan,nan,nan,nan,nan,739000.0,6697.683587884747
nan,2150,SF,2014,3333.0,5,3,0,nan,nan,nan,nan,nan,nan,799000.0,5757.1679473840495
nan,1904,MF,2468,5104.0,5,2,0,nan,nan,nan,nan,nan,nan,849000.0,6256.253099952028
nan,1923,SF,2173,8215.0,3,2,0,nan,nan,nan,nan,nan,nan,549000.0,6513.258232541408
nan,1960,CC,905,,2,2,0,nan,nan,nan,nan,nan,nan,335000.0,4970.366926729942
nan,1970,MF,4695,2966.0,0,3,0,nan,nan,nan,nan,nan,nan,2000000.0,5837.181216075744
Wenham Lake,1984,SF,3272,39640.0,4,3,0,nan,nan,nan,nan,nan,nan,995500.0,
nan,1930,SF,1253,6750.0,2,2,0,nan,nan,nan,nan,nan,nan,669000.0,5682.773638604476
nan,1922,CC,3337,,2,4,0,nan,nan,nan,nan,nan,nan,1075000.0,6335.407234302371
nan,1950,SF,2671,36408.0,4,3,0,nan,nan,nan,nan,nan,nan,1265000.0,7289.830463372154
nan,1938,CC,1733,,2,2,0,nan,nan,nan,nan,nan,nan,649900.0,5173.707875863311
nan,1913,SF,1356,4356.0,3,1,0,nan,nan,nan,nan,nan,nan,399900.0,4372.67606105983
nan,3063,CC,1098,0.0,2,2,0,nan,nan,nan,nan,nan,nan,329900.0,4847.741008806848
nan,2777,SF,1156,16117.0,3,1,0,nan,nan,nan,nan,nan,nan,495000.0,4087.8771577358566
nan,1960,SF,1684,4365.0,4,2,0,nan,nan,nan,nan,nan,nan,599000.0,5780.352458165527
nan,1906,SF,3012,12554.0,5,3,0,nan,nan,nan,nan,nan,nan,895000.0,7326.6698007984205
nan,1834,SF,2508,200375.0,3,3,0,nan,nan,nan,nan,nan,nan,799900.0,7517.697397877606
nan,1430,MF,2637,2637.0,8,4,0,nan,nan,nan,nan,nan,nan,485000.0,7329.01083054642
nan,1950,CC,1282,,2,1,0,nan,nan,nan,nan,nan,nan,599900.0,3936.1179333116856
nan,1833,SF,2634,56628.0,4,3,0,nan,nan,nan,nan,nan,nan,849000.0,7283.6290267723225
nan,1938,CC,1177,,2,2,0,nan,nan,nan,nan,nan,nan,479900.0,5043.881819890551
nan,1913,CC,2222,,3,3,0,nan,nan,nan,nan,nan,nan,814900.0,6818.943119449527
nan,1833,SF,1110,18600.0,2,1,0,nan,nan,nan,nan,nan,nan,539000.0,4383.7068999597095
nan,1970,SF,2103,6752.0,2,2,0,nan,nan,nan,nan,nan,nan,599900.0,5825.709205423533
nan,1970,SF,1400,6251.0,3,2,0,nan,nan,nan,nan,nan,nan,585000.0,6063.74728439269
nan,1970,CC,2311,,4,3,0,nan,nan,nan,nan,nan,nan,659900.0,6407.180448671601
Naugus Head,1945,SF,3020,8048.0,4,4,0,nan,nan,nan,nan,nan,nan,1495000.0,
nan,1930,SF,1787,5000.0,3,3,0,nan,nan,nan,nan,nan,nan,649000.0,6795.962196606481
Woodvale,1923,SF,2128,17354.0,2,2,0,nan,nan,nan,nan,nan,nan,699900.0,
nan,1923,SF,2383,18047.0,4,2,0,nan,nan,nan,nan,nan,nan,889000.0,6587.570392769223
nan,2148,CC,1500,,3,3,0,nan,nan,nan,nan,nan,nan,649999.0,5059.4512552723445
nan,2445,CC,870,,1,1,0,nan,nan,nan,nan,nan,nan,529000.0,3377.7896429393877
nan,1915,SF,2037,5131.0,4,3,0,nan,nan,nan,nan,nan,nan,864900.0,6952.663495189242
nan,1915,CC,2090,,3,2,0,nan,nan,nan,nan,nan,nan,535000.0,5916.844673373933
nan,1851,SF,2341,5612.0,5,2,0,nan,nan,nan,nan,nan,nan,489900.0,6317.65656464193
nan,1851,SF,1863,10454.0,4,2,0,nan,nan,nan,nan,nan,nan,619900.0,6468.992682319858
nan,1851,CC,854,,2,1,0,nan,nan,nan,nan,nan,nan,234900.0,3730.365578174835
nan,1907,SF,1539,7492.0,3,2,0,nan,nan,nan,nan,nan,nan,799999.0,6119.653737926255
nan,1960,SF,1219,4199.0,3,1,0,nan,nan,nan,nan,nan,nan,499000.0,4322.2152026065105
nan,3842,SF,767,4356.0,2,1,0,nan,nan,nan,nan,nan,nan,415000.0,3860.602550238793
nan,1835,SF,1971,6499.0,3,2,0,nan,nan,nan,nan,nan,nan,519000.0,6452.2451849973
nan,1983,SF,1040,20037.0,3,2,0,nan,nan,nan,nan,nan,nan,575000.0,5997.486200558744
nan,1944,SF,1770,22721.0,3,2,0,nan,nan,nan,nan,nan,nan,1100000.0,6295.537512639627
nan,1966,CC,599,,1,1,0,nan,nan,nan,nan,nan,nan,339000.0,3250.464424693625
nan,1982,SF,1243,4857.0,3,2,0,nan,nan,nan,nan,nan,nan,649900.0,5823.3994258848825
nan,1929,SF,1349,22216.0,3,2,0,nan,nan,nan,nan,nan,nan,849000.0,6124.698575942846
nan,1938,SF,2562,60984.0,4,3,0,nan,nan,nan,nan,nan,nan,989000.0,7288.8555873525165
nan,1930,CC,2355,,2,4,0,nan,nan,nan,nan,nan,nan,1850000.0,6358.286210857786
nan,1970,CC,1419,,2,2,0,nan,nan,nan,nan,nan,nan,429000.0,5178.803303329426
nan,1930,CC,1329,,2,2,0,nan,nan,nan,nan,nan,nan,625000.0,5209.943151429668
nan,1930,CC,1410,5000.0,3,1,0,nan,nan,nan,nan,nan,nan,574000.0,4360.606761688748
nan,1867,SF,858,6251.0,2,1,0,nan,nan,nan,nan,nan,nan,589000.0,4239.810885199147
nan,1945,CC,2577,,2,3,0,nan,nan,nan,nan,nan,nan,1600000.0,6008.187280033439
nan,1970,CC,1805,,2,1,0,nan,nan,nan,nan,nan,nan,549000.0,3887.59633020745
nan,1851,SF,1780,5227.0,4,2,0,nan,nan,nan,nan,nan,nan,489000.0,5792.426074021603
nan,1360,SF,1229,218235.0,3,1,0,nan,nan,nan,nan,nan,nan,329900.0,4512.210127160663
nan,1073,SF,1092,87120.0,2,1,0,nan,nan,nan,nan,nan,nan,359900.0,4384.605581597334
nan,1020,MF,1985,7200.0,6,3,0,nan,nan,nan,nan,nan,nan,250000.0,7132.342980935036
The Plains,1027,SF,960,12197.0,3,1,0,nan,nan,nan,nan,nan,nan,339900.0,
nan,1085,SF,1384,11000.0,3,2,0,nan,nan,nan,nan,nan,nan,299000.0,6108.639835746339
nan,1027,CC,2110,,3,3,0,nan,nan,nan,nan,nan,nan,539900.0,6823.429445829398
nan,1085,SF,1596,21850.0,3,2,0,nan,nan,nan,nan,nan,nan,414900.0,6287.146416135725
nan,1027,CC,1576,547113.0,2,2,0,nan,nan,nan,nan,nan,nan,639900.0,6063.6820535631105
nan,1007,SF,880,43560.0,2,1,0,nan,nan,nan,nan,nan,nan,289900.0,4387.255117531023
nan,1073,CC,742,,1,1,0,nan,nan,nan,nan,nan,nan,264900.0,3385.0658306942005
nan,1027,SF,936,6098.0,2,2,0,nan,nan,nan,nan,nan,nan,349900.0,5601.309770818767
nan,1096,SF,768,244589.0,2,1,0,nan,nan,nan,nan,nan,nan,345000.0,4363.592432356897
nan,1075,CC,1328,,2,2,0,nan,nan,nan,nan,nan,nan,369000.0,5209.989429688027
nan,1073,SF,4260,270508.0,3,3,0,nan,nan,nan,nan,nan,nan,710000.0,7420.883439699868
nan,1062,SF,2645,51836.0,4,3,0,nan,nan,nan,nan,nan,nan,699900.0,7283.6290267723225
nan,1340,SF,1546,152460.0,2,2,0,nan,nan,nan,nan,nan,nan,350000.0,6062.217048310376
nan,1338,SF,1361,87120.0,2,1,0,nan,nan,nan,nan,nan,nan,289000.0,4491.949530497572
nan,1367,SF,2302,866843.0,3,2,0,nan,nan,nan,nan,nan,nan,580000.0,6642.942515995609
nan,1346,SF,805,23522.0,2,1,0,nan,nan,nan,nan,nan,nan,229900.0,4384.348325093636
Mohawk Estates,1346,SF,352,82764.0,1,1,0,nan,nan,nan,nan,nan,nan,149000.0,
nan,1370,SF,2043,849420.0,3,2,0,nan,nan,nan,nan,nan,nan,425000.0,6654.896652086396
nan,1060,CC,800,,1,1,0,nan,nan,nan,nan,nan,nan,249000.0,3398.1257106472026
nan,1341,SF,2104,78408.0,3,2,0,nan,nan,nan,nan,nan,nan,395900.0,6674.097376622587
nan,1070,SF,2694,165528.0,3,2,0,nan,nan,nan,nan,nan,nan,299500.0,6759.600457972105
nan,2777,SF,1184,4791.0,2,1,0,nan,nan,nan,nan,nan,nan,399900.0,3901.9866660371417
nan,2790,SF,2730,137717.0,3,3,0,nan,nan,nan,nan,nan,nan,784000.0,5692.490130999717
nan,2864,CC,1420,,2,2,0,nan,nan,nan,nan,nan,nan,449900.0,4892.103288765495
nan,2563,SF,2906,20473.0,3,4,0,nan,nan,nan,nan,nan,nan,649000.0,5710.041100136982
nan,2748,SF,2148,22216.0,3,2,0,nan,nan,nan,nan,nan,nan,625000.0,5549.890975832986
nan,2356,CC,1180,,1,2,0,nan,nan,nan,nan,nan,nan,365000.0,4503.30160862863
nan,2571,SF,2133,36253.0,4,2,0,nan,nan,nan,nan,nan,nan,750000.0,5629.35163127279
nan,2360,SF,1632,14601.0,3,2,0,nan,nan,nan,nan,nan,nan,524900.0,5591.395724683931
nan,2720,CC,1514,,3,3,0,nan,nan,nan,nan,nan,nan,359900.0,5200.121725677273
nan,2347,SF,2564,95700.0,4,3,0,nan,nan,nan,nan,nan,nan,699999.0,6098.990610384242
